model,brood_year,return_year,system,age_group,observed_returns,predicted_returns
rnn,1995,2000,Egegik,1_3,2696.12358303612,1059.8215460777283
rnn,1995,2000,Igushik,1_3,881.255914116359,1553.485095500946
rnn,1995,2000,Kvichak,1_3,2098.0556476268,720.9179550409317
rnn,1995,2000,Naknek,1_3,3130.74532811901,7557.998895645142
rnn,1995,2000,Nushagak,1_3,925.44881908919,2134.1677010059357
rnn,1995,2000,Ugashik,1_3,1732.03486209766,2280.2968323230743
rnn,1995,2000,Wood,1_3,3217.0870279288697,2556.1028718948364
rnn,1996,2001,Egegik,1_3,1386.36608215562,782.7099412679672
rnn,1996,2001,Igushik,1_3,800.392988632161,317.07286834716797
rnn,1996,2001,Kvichak,1_3,1651.8177864150703,269.54658329486847
rnn,1996,2001,Naknek,1_3,5591.15433758177,835.9857648611069
rnn,1996,2001,Nushagak,1_3,1857.2412856885,377.6119276881218
rnn,1996,2001,Ugashik,1_3,1050.8333022563,1058.9023679494858
rnn,1996,2001,Wood,1_3,4383.74544721192,1945.1603293418884
rnn,1997,2002,Egegik,1_3,177.854741528293,325.39039850234985
rnn,1997,2002,Igushik,1_3,51.66832987016989,31.50336444377899
rnn,1997,2002,Kvichak,1_3,140.515836672732,226.42329335212708
rnn,1997,2002,Naknek,1_3,899.635540323144,665.6963378190994
rnn,1997,2002,Nushagak,1_3,423.104905511225,486.0813543200493
rnn,1997,2002,Ugashik,1_3,647.818202319307,1047.4518686532974
rnn,1997,2002,Wood,1_3,584.427046511976,962.347686290741
rnn,1998,2003,Egegik,1_3,76.4336324749365,209.43708717823029
rnn,1998,2003,Igushik,1_3,393.266109393025,0
rnn,1998,2003,Kvichak,1_3,422.187106522037,0
rnn,1998,2003,Naknek,1_3,1957.15353190854,1019.0063714981079
rnn,1998,2003,Nushagak,1_3,2237.86876198425,0
rnn,1998,2003,Ugashik,1_3,302.211294523464,456.9166526198387
rnn,1998,2003,Wood,1_3,3535.6823544722606,1480.6924760341644
rnn,1999,2004,Egegik,1_3,395.979776102227,1067.8447782993317
rnn,1999,2004,Igushik,1_3,146.839968080134,493.53718757629395
rnn,1999,2004,Kvichak,1_3,278.781842750109,265.46910405158997
rnn,1999,2004,Naknek,1_3,1388.57877652449,1935.6906414031982
rnn,1999,2004,Nushagak,1_3,1540.40264509258,963.9252722263336
rnn,1999,2004,Ugashik,1_3,907.85114741791,1649.7208178043365
rnn,1999,2004,Wood,1_3,2609.4754126986295,2031.6392183303833
rnn,2000,2005,Egegik,1_3,2432.55443428977,2292.201966047287
rnn,2000,2005,Igushik,1_3,660.5463414763641,866.1352843046188
rnn,2000,2005,Kvichak,1_3,1264.56700289689,1026.606410741806
rnn,2000,2005,Naknek,1_3,6824.90877785729,4850.547313690186
rnn,2000,2005,Nushagak,1_3,3299.2198346689797,832.078605890274
rnn,2000,2005,Ugashik,1_3,2342.56706618587,3155.655264854431
rnn,2000,2005,Wood,1_3,3230.09422067033,2337.2186720371246
rnn,2001,2006,Egegik,1_3,797.157916885736,708.5152715444565
rnn,2001,2006,Igushik,1_3,442.819634474873,233.6563542485237
rnn,2001,2006,Kvichak,1_3,2051.09847023304,215.18807858228683
rnn,2001,2006,Naknek,1_3,2926.49329707033,844.6059376001358
rnn,2001,2006,Nushagak,1_3,2113.32508612488,503.43621522188187
rnn,2001,2006,Ugashik,1_3,1437.9120884613803,1247.9528039693832
rnn,2001,2006,Wood,1_3,5495.80117948832,1808.4295094013214
rnn,2002,2007,Egegik,1_3,2203.10766731632,611.4763021469116
rnn,2002,2007,Igushik,1_3,202.31346825446596,810.5557411909103
rnn,2002,2007,Kvichak,1_3,1265.2470236775102,0
rnn,2002,2007,Naknek,1_3,3683.6756780987603,5066.807270050049
rnn,2002,2007,Nushagak,1_3,1763.5077178889603,0
rnn,2002,2007,Ugashik,1_3,2167.49285111855,987.9311919212341
rnn,2002,2007,Wood,1_3,2121.06295633507,1544.9818968772888
rnn,2003,2008,Egegik,1_3,2551.65384329518,2890.147566795349
rnn,2003,2008,Igushik,1_3,1273.52914699582,3004.9198865890503
rnn,2003,2008,Kvichak,1_3,1186.1805065656,2129.3318271636963
rnn,2003,2008,Naknek,1_3,7547.53538394196,10391.77417755127
rnn,2003,2008,Nushagak,1_3,1542.62200735137,1259.4811618328094
rnn,2003,2008,Ugashik,1_3,1532.34598944904,4153.402745723724
rnn,2003,2008,Wood,1_3,2810.30786757518,3211.6681337356567
rnn,2004,2009,Egegik,1_3,3459.26592735207,2181.366980075836
rnn,2004,2009,Igushik,1_3,1202.30941578869,0
rnn,2004,2009,Kvichak,1_3,2931.1637992824903,252.28213518857956
rnn,2004,2009,Naknek,1_3,1652.17279248148,4249.263405799866
rnn,2004,2009,Nushagak,1_3,1474.12386197733,608.4346026182175
rnn,2004,2009,Ugashik,1_3,1594.09232397385,2994.873523712158
rnn,2004,2009,Wood,1_3,3867.60264820086,1965.7835364341736
rnn,2005,2010,Egegik,1_3,202.329242340627,332.97527581453323
rnn,2005,2010,Igushik,1_3,1169.82240676128,375.2174973487854
rnn,2005,2010,Kvichak,1_3,2033.4474117072502,0
rnn,2005,2010,Naknek,1_3,2255.79484990553,2949.7739672660828
rnn,2005,2010,Nushagak,1_3,975.33819625788,0
rnn,2005,2010,Ugashik,1_3,2314.05032215778,804.2657375335693
rnn,2005,2010,Wood,1_3,3860.07930013579,1519.3645656108856
rnn,2006,2011,Egegik,1_3,253.93580865245,0
rnn,2006,2011,Igushik,1_3,782.302549399953,1154.4055491685867
rnn,2006,2011,Kvichak,1_3,2701.9971698060394,0
rnn,2006,2011,Naknek,1_3,1928.2481182961,3503.611981868744
rnn,2006,2011,Nushagak,1_3,1017.2136463072901,0
rnn,2006,2011,Ugashik,1_3,1077.43577034226,0
rnn,2006,2011,Wood,1_3,3188.31758366476,1670.8776354789734
rnn,2007,2012,Egegik,1_3,429.303381286117,0
rnn,2007,2012,Igushik,1_3,422.8332093667469,778.803750872612
rnn,2007,2012,Kvichak,1_3,1852.3641920129703,0
rnn,2007,2012,Naknek,1_3,1538.88490400028,3492.0859336853027
rnn,2007,2012,Nushagak,1_3,750.2915287126789,190.46999514102936
rnn,2007,2012,Ugashik,1_3,929.949659984446,668.5008108615875
rnn,2007,2012,Wood,1_3,1144.81584442661,1205.4741382598877
rnn,2008,2013,Egegik,1_3,1090.63651110288,641.9095396995544
rnn,2008,2013,Igushik,1_3,513.077366998821,232.07493126392365
rnn,2008,2013,Kvichak,1_3,1930.8471095213301,150.0200480222702
rnn,2008,2013,Naknek,1_3,1594.8960582041,1191.9380724430084
rnn,2008,2013,Nushagak,1_3,1834.25407695218,536.4269018173218
rnn,2008,2013,Ugashik,1_3,1728.70502348764,1671.5356707572937
rnn,2008,2013,Wood,1_3,1776.27349699445,1851.639747619629
rnn,2009,2014,Egegik,1_3,488.70449355940804,630.7993829250336
rnn,2009,2014,Igushik,1_3,751.7582660387142,471.11615538597107
rnn,2009,2014,Kvichak,1_3,1001.60456234264,0
rnn,2009,2014,Naknek,1_3,889.419031032678,942.8177028894424
rnn,2009,2014,Nushagak,1_3,1139.86837365865,479.4476181268692
rnn,2009,2014,Ugashik,1_3,317.077895304194,1496.761292219162
rnn,2009,2014,Wood,1_3,2055.98667154187,1924.869418144226
rnn,2010,2015,Egegik,1_3,671.7059064685909,1628.085970878601
rnn,2010,2015,Igushik,1_3,1132.84511906157,3056.1137199401855
rnn,2010,2015,Kvichak,1_3,5545.19985246301,2857.115864753723
rnn,2010,2015,Naknek,1_3,2291.46876796817,6850.4369258880615
rnn,2010,2015,Nushagak,1_3,2223.15268351992,1474.6101200580597
rnn,2010,2015,Ugashik,1_3,790.183524881795,2177.3360669612885
rnn,2010,2015,Wood,1_3,1989.18394826046,3492.98894405365
rnn,2011,2016,Egegik,1_3,1095.74023201025,0
rnn,2011,2016,Igushik,1_3,1460.18756497842,730.9853285551071
rnn,2011,2016,Kvichak,1_3,2168.99919073739,0
rnn,2011,2016,Naknek,1_3,1311.12943620946,5289.07835483551
rnn,2011,2016,Nushagak,1_3,2060.68174574473,0
rnn,2011,2016,Ugashik,1_3,2087.48178283184,1348.472684621811
rnn,2011,2016,Wood,1_3,2859.73674639226,706.8720459938049
rnn,2012,2017,Egegik,1_3,1278.33131161235,0
rnn,2012,2017,Igushik,1_3,312.467766126239,0
rnn,2012,2017,Kvichak,1_3,2635.00348041849,0
rnn,2012,2017,Naknek,1_3,2012.81404076256,3817.809522151947
rnn,2012,2017,Nushagak,1_3,4407.85951753084,0
rnn,2012,2017,Ugashik,1_3,1582.99073727334,187.82027065753937
rnn,2012,2017,Wood,1_3,1384.22579766987,0
rnn,2013,2018,Egegik,1_3,1945.68054396391,0
rnn,2013,2018,Igushik,1_3,1180.87685456537,0
rnn,2013,2018,Kvichak,1_3,2789.2732996277095,0
rnn,2013,2018,Naknek,1_3,3315.11419779743,1015.4955089092255
rnn,2013,2018,Nushagak,1_3,8286.00033156285,0
