model,brood_year,return_year,system,age_group,observed_returns,predicted_returns
rnn,1985,1990,Egegik,2_2,4020.18286056915,2368.437498807907
rnn,1985,1990,Igushik,2_2,50.115516454388,0
rnn,1985,1990,Kvichak,2_2,14851.620699462599,2106.415033340454
rnn,1985,1990,Naknek,2_2,1612.75336439599,346.22132778167725
rnn,1985,1990,Nushagak,2_2,2.85839739710762,0
rnn,1985,1990,Ugashik,2_2,878.25370986812,1676.115095615387
rnn,1985,1990,Wood,2_2,44.4703536875819,0
rnn,1986,1991,Egegik,2_2,4062.14544830156,1026.683747768402
rnn,1986,1991,Igushik,2_2,9.44527791610853,0
rnn,1986,1991,Kvichak,2_2,1539.42385730161,0
rnn,1986,1991,Naknek,2_2,1219.36452692957,0
rnn,1986,1991,Nushagak,2_2,2.42536906225103e-12,0
rnn,1986,1991,Ugashik,2_2,1927.85918515675,200.3527618944645
rnn,1986,1991,Wood,2_2,52.6914985044097,0
rnn,1987,1992,Egegik,2_2,8870.95678766811,4191.8158531188965
rnn,1987,1992,Igushik,2_2,2.14456089346305,0
rnn,1987,1992,Kvichak,2_2,4276.08575760363,2283.3742201328278
rnn,1987,1992,Naknek,2_2,616.859469851407,698.8228112459183
rnn,1987,1992,Nushagak,2_2,15.735158100170302,0
rnn,1987,1992,Ugashik,2_2,1998.21095755658,2452.770918607712
rnn,1987,1992,Wood,2_2,87.9047223262223,0
rnn,1988,1993,Egegik,2_2,11121.3183761393,3440.7830238342285
rnn,1988,1993,Igushik,2_2,5.733940598463,0
rnn,1988,1993,Kvichak,2_2,3698.33732271235,1866.7332828044891
rnn,1988,1993,Naknek,2_2,780.077429791028,163.77246007323265
rnn,1988,1993,Nushagak,2_2,5.343426961606149,0
rnn,1988,1993,Ugashik,2_2,2017.20890674094,1782.8866839408875
rnn,1988,1993,Wood,2_2,90.1168642015942,0
rnn,1989,1994,Egegik,2_2,5179.38621914642,2374.9007284641266
rnn,1989,1994,Igushik,2_2,48.4540404572186,0
rnn,1989,1994,Kvichak,2_2,18335.3888386841,2569.708526134491
rnn,1989,1994,Naknek,2_2,1406.71853377192,0
rnn,1989,1994,Nushagak,2_2,1.12602302647214,0
rnn,1989,1994,Ugashik,2_2,2510.46639110452,876.2577176094055
rnn,1989,1994,Wood,2_2,23.863734053257197,0
rnn,1990,1995,Egegik,2_2,8809.8546504351,3202.383816242218
rnn,1990,1995,Igushik,2_2,95.1347841836071,0
rnn,1990,1995,Kvichak,2_2,22046.413943430896,1618.0028021335602
rnn,1990,1995,Naknek,2_2,1531.08146027709,330.2193433046341
rnn,1990,1995,Nushagak,2_2,13.238502494554199,0
rnn,1990,1995,Ugashik,2_2,2004.49478858404,2071.777880191803
rnn,1990,1995,Wood,2_2,301.350520146334,0
rnn,1991,1996,Egegik,2_2,3223.46605149961,0
rnn,1991,1996,Igushik,2_2,2.06511765559716,0
rnn,1991,1996,Kvichak,2_2,1008.51573343956,0
rnn,1991,1996,Naknek,2_2,139.216171176085,0
rnn,1991,1996,Nushagak,2_2,2.43001136919642,0
rnn,1991,1996,Ugashik,2_2,452.473686049995,0
rnn,1991,1996,Wood,2_2,51.0767860222937,0
rnn,1992,1997,Egegik,2_2,4580.34254383062,2462.1133506298065
rnn,1992,1997,Igushik,2_2,5.33491141250786,0
rnn,1992,1997,Kvichak,2_2,751.845117502997,1932.7422976493835
rnn,1992,1997,Naknek,2_2,282.464847354202,364.68885838985443
rnn,1992,1997,Nushagak,2_2,9.02660558420404,0
rnn,1992,1997,Ugashik,2_2,935.883713639344,1290.835589170456
rnn,1992,1997,Wood,2_2,85.2585569131565,0
rnn,1993,1998,Egegik,2_2,800.145243182579,1384.854018688202
rnn,1993,1998,Igushik,2_2,13.7366722076451,0
rnn,1993,1998,Kvichak,2_2,683.9194112905151,678.4810870885849
rnn,1993,1998,Naknek,2_2,430.638544022847,0
rnn,1993,1998,Nushagak,2_2,0.77289449780223,0
rnn,1993,1998,Ugashik,2_2,273.290197404607,317.4026310443878
rnn,1993,1998,Wood,2_2,138.580944540375,0
rnn,1994,1999,Egegik,2_2,3805.46874727158,899.2999047040939
rnn,1994,1999,Igushik,2_2,42.9758617437235,0
rnn,1994,1999,Kvichak,2_2,3920.26054867729,1171.6608703136444
rnn,1994,1999,Naknek,2_2,730.718838285128,0
rnn,1994,1999,Nushagak,2_2,5.62484341663388,0
rnn,1994,1999,Ugashik,2_2,596.048477339135,0
rnn,1994,1999,Wood,2_2,400.06585280224095,0
rnn,1995,2000,Egegik,2_2,1726.75027502771,0
rnn,1995,2000,Igushik,2_2,6.53107891277216,0
rnn,1995,2000,Kvichak,2_2,677.133031946363,0
rnn,1995,2000,Naknek,2_2,117.75399951469,0
rnn,1995,2000,Nushagak,2_2,13.3383822432371,0
rnn,1995,2000,Ugashik,2_2,130.226105110663,0
