model,brood_year,return_year,system,age_group,observed_returns,predicted_returns
rand_forest,1985,1990,Egegik,2_2,4020.18286056915,2124.000305820495
boost_tree,1985,1990,Egegik,2_2,4020.18286056915,1452.5878429412842
rand_forest,1986,1991,Egegik,2_2,4062.14544830156,2425.405611634642
boost_tree,1986,1991,Egegik,2_2,4062.14544830156,1913.803219795227
rand_forest,1987,1992,Egegik,2_2,8870.95678766811,3171.6080247304444
boost_tree,1987,1992,Egegik,2_2,8870.95678766811,3126.673698425293
rand_forest,1988,1993,Egegik,2_2,11121.3183761393,4453.047831856025
boost_tree,1988,1993,Egegik,2_2,11121.3183761393,6225.798726081848
rand_forest,1989,1994,Egegik,2_2,5179.38621914642,6239.893369733306
boost_tree,1989,1994,Egegik,2_2,5179.38621914642,7651.823163032532
rand_forest,1990,1995,Egegik,2_2,8809.8546504351,6984.82168139996
boost_tree,1990,1995,Egegik,2_2,8809.8546504351,7113.049030303955
rand_forest,1991,1996,Egegik,2_2,3223.46605149961,5676.701370414301
boost_tree,1991,1996,Egegik,2_2,3223.46605149961,5085.492730140686
rand_forest,1992,1997,Egegik,2_2,4580.34254383062,6913.187095290205
boost_tree,1992,1997,Egegik,2_2,4580.34254383062,5459.128618240356
rand_forest,1993,1998,Egegik,2_2,800.145243182579,4623.169195919453
boost_tree,1993,1998,Egegik,2_2,800.145243182579,5767.102241516113
rand_forest,1994,1999,Egegik,2_2,3805.46874727158,7496.241548474485
boost_tree,1994,1999,Egegik,2_2,3805.46874727158,5592.62752532959
rand_forest,1995,2000,Egegik,2_2,1726.75027502771,3364.8829403394348
boost_tree,1995,2000,Egegik,2_2,1726.75027502771,1482.5233817100525
rand_forest,1996,2001,Egegik,2_2,542.540181669639,3182.877957619212
boost_tree,1996,2001,Egegik,2_2,542.540181669639,2972.624897956848
rand_forest,1997,2002,Egegik,2_2,3493.43096881301,3222.5375268348735
boost_tree,1997,2002,Egegik,2_2,3493.43096881301,2859.3480587005615
rand_forest,1998,2003,Egegik,2_2,490.761355957571,3397.4259348132928
boost_tree,1998,2003,Egegik,2_2,490.761355957571,2359.5935106277466
rand_forest,1999,2004,Egegik,2_2,9206.9936917785,5157.895436853995
boost_tree,1999,2004,Egegik,2_2,9206.9936917785,5122.590661048889
rand_forest,2000,2005,Egegik,2_2,3546.27131298221,3033.560600707457
boost_tree,2000,2005,Egegik,2_2,3546.27131298221,2832.602560520172
rand_forest,2001,2006,Egegik,2_2,1585.9566102893898,3345.5620864684415
boost_tree,2001,2006,Egegik,2_2,1585.9566102893898,2508.5806846618652
rand_forest,2002,2007,Egegik,2_2,1050.68228676067,2914.630182254589
boost_tree,2002,2007,Egegik,2_2,1050.68228676067,2384.7365379333496
rand_forest,2003,2008,Egegik,2_2,1926.40878969996,2412.938366360788
boost_tree,2003,2008,Egegik,2_2,1926.40878969996,4745.759963989258
rand_forest,2004,2009,Egegik,2_2,6022.979238819169,2686.1740300818356
boost_tree,2004,2009,Egegik,2_2,6022.979238819169,2895.349860191345
rand_forest,2005,2010,Egegik,2_2,2866.20143686753,2723.9119995435835
boost_tree,2005,2010,Egegik,2_2,2866.20143686753,1875.3677606582642
rand_forest,2006,2011,Egegik,2_2,1632.02724427534,7249.577668959603
boost_tree,2006,2011,Egegik,2_2,1632.02724427534,6552.056074142456
rand_forest,2007,2012,Egegik,2_2,3376.16128927992,4943.603288306407
boost_tree,2007,2012,Egegik,2_2,3376.16128927992,5489.24446105957
rand_forest,2008,2013,Egegik,2_2,1104.56344686744,3326.478820115728
boost_tree,2008,2013,Egegik,2_2,1104.56344686744,3501.330018043518
rand_forest,2009,2014,Egegik,2_2,2761.97078143254,3432.565543132807
boost_tree,2009,2014,Egegik,2_2,2761.97078143254,3988.834023475647
rand_forest,2010,2015,Egegik,2_2,5985.04356346989,3252.4711785975264
boost_tree,2010,2015,Egegik,2_2,5985.04356346989,3063.848614692688
rand_forest,2011,2016,Egegik,2_2,3901.9376373978,4511.128527911949
boost_tree,2011,2016,Egegik,2_2,3901.9376373978,5074.094533920288
rand_forest,2012,2017,Egegik,2_2,4775.92540722803,3428.0812441358753
boost_tree,2012,2017,Egegik,2_2,4775.92540722803,3801.1446595191956
rand_forest,2013,2018,Egegik,2_2,467.77994524718,3368.360872341779
boost_tree,2013,2018,Egegik,2_2,467.77994524718,2902.4136066436768
rand_forest,2014,2019,Egegik,2_2,1280.26421524663,3004.495588320749
boost_tree,2014,2019,Egegik,2_2,1280.26421524663,3344.711661338806
rand_forest,2015,2020,Egegik,2_2,1005.73483814805,2633.8231662652033
boost_tree,2015,2020,Egegik,2_2,1005.73483814805,3249.6902346611023
rand_forest,1985,1990,Igushik,2_2,50.115516454388,68.41537642943257
boost_tree,1985,1990,Igushik,2_2,50.115516454388,57.327449321746826
rand_forest,1986,1991,Igushik,2_2,9.44527791610853,59.35999678828485
boost_tree,1986,1991,Igushik,2_2,9.44527791610853,57.07055330276489
rand_forest,1987,1992,Igushik,2_2,2.14456089346305,61.46700650305125
