model,brood_year,return_year,system,age_group,observed_returns,predicted_returns
simplex_one system top6 ages,1985,1990,Kvichak,2_2,14851620.6994626,13756832.647643428
smap_one system top6 ages,1985,1990,Kvichak,2_2,14851620.6994626,29684757.229874916
simplex_one system top6 ages,1986,1991,Kvichak,2_2,1539423.85730161,5288531.150279979
smap_one system top6 ages,1986,1991,Kvichak,2_2,1539423.85730161,4064590.7349789296
simplex_one system top6 ages,1987,1992,Kvichak,2_2,4276085.75760363,2297407.7433412955
smap_one system top6 ages,1987,1992,Kvichak,2_2,4276085.75760363,748766.5044457859
simplex_one system top6 ages,1988,1993,Kvichak,2_2,3698337.32271235,6552774.28086741
smap_one system top6 ages,1988,1993,Kvichak,2_2,3698337.32271235,14949278.154402431
simplex_one system top6 ages,1989,1994,Kvichak,2_2,18335388.8386841,12357271.338897308
smap_one system top6 ages,1989,1994,Kvichak,2_2,18335388.8386841,17803018.100105796
simplex_one system top6 ages,1990,1995,Kvichak,2_2,22046413.9434309,9091579.102437455
smap_one system top6 ages,1990,1995,Kvichak,2_2,22046413.9434309,3889218.4130785572
simplex_one system top6 ages,1991,1996,Kvichak,2_2,1008515.73343956,4473145.650787162
smap_one system top6 ages,1991,1996,Kvichak,2_2,1008515.73343956,0
simplex_one system top6 ages,1992,1997,Kvichak,2_2,751845.117502997,1595117.2434277942
smap_one system top6 ages,1992,1997,Kvichak,2_2,751845.117502997,4877353.524503733
simplex_one system top6 ages,1993,1998,Kvichak,2_2,683919.411290515,5082057.249362638
smap_one system top6 ages,1993,1998,Kvichak,2_2,683919.411290515,2794174.187389346
simplex_one system top6 ages,1994,1999,Kvichak,2_2,3920260.54867729,15696927.84302419
smap_one system top6 ages,1994,1999,Kvichak,2_2,3920260.54867729,13762117.337736625
simplex_one system top6 ages,1995,2000,Kvichak,2_2,677133.031946363,14636618.677470494
smap_one system top6 ages,1995,2000,Kvichak,2_2,677133.031946363,3869661.084610487
simplex_one system top6 ages,1996,2001,Kvichak,2_2,24302.420013975,6145094.741718845
smap_one system top6 ages,1996,2001,Kvichak,2_2,24302.420013975,7963497.67995024
simplex_one system top6 ages,1997,2002,Kvichak,2_2,342016.937402607,3648858.4269653633
smap_one system top6 ages,1997,2002,Kvichak,2_2,342016.937402607,7103189.011287535
simplex_one system top6 ages,1998,2003,Kvichak,2_2,343819.106360459,7493586.7620409075
smap_one system top6 ages,1998,2003,Kvichak,2_2,343819.106360459,1235404.0363889048
simplex_one system top6 ages,1999,2004,Kvichak,2_2,5815772.3502119,12933324.891407322
smap_one system top6 ages,1999,2004,Kvichak,2_2,5815772.3502119,2183390.743729284
simplex_one system top6 ages,2000,2005,Kvichak,2_2,742842.990470394,11145347.340750223
smap_one system top6 ages,2000,2005,Kvichak,2_2,742842.990470394,4105198.359755626
simplex_one system top6 ages,2001,2006,Kvichak,2_2,819689.213281803,7161557.210061168
smap_one system top6 ages,2001,2006,Kvichak,2_2,819689.213281803,4705393.684119171
simplex_one system top6 ages,2002,2007,Kvichak,2_2,142426.304356772,5804299.425086787
smap_one system top6 ages,2002,2007,Kvichak,2_2,142426.304356772,3297700.6529543353
simplex_one system top6 ages,2003,2008,Kvichak,2_2,31389.6418714419,5435559.0226281565
smap_one system top6 ages,2003,2008,Kvichak,2_2,31389.6418714419,5893685.234120988
simplex_one system top6 ages,2004,2009,Kvichak,2_2,2634425.85403184,4462208.368512643
smap_one system top6 ages,2004,2009,Kvichak,2_2,2634425.85403184,5157067.843286217
simplex_one system top6 ages,2005,2010,Kvichak,2_2,4527247.8635668,1874948.265479579
smap_one system top6 ages,2005,2010,Kvichak,2_2,4527247.8635668,1923309.0653243319
simplex_one system top6 ages,2006,2011,Kvichak,2_2,1197114.77601078,1734116.7797768556
smap_one system top6 ages,2006,2011,Kvichak,2_2,1197114.77601078,3223033.254464167
simplex_one system top6 ages,2007,2012,Kvichak,2_2,6972782.20281663,1326393.3064008395
smap_one system top6 ages,2007,2012,Kvichak,2_2,6972782.20281663,0
simplex_one system top6 ages,2008,2013,Kvichak,2_2,1247527.72189412,3433067.2798180343
smap_one system top6 ages,2008,2013,Kvichak,2_2,1247527.72189412,0
simplex_one system top6 ages,2009,2014,Kvichak,2_2,9725831.56372782,3137499.55241964
smap_one system top6 ages,2009,2014,Kvichak,2_2,9725831.56372782,6609831.491300811
simplex_one system top6 ages,2010,2015,Kvichak,2_2,13231077.5150246,2736430.41996424
smap_one system top6 ages,2010,2015,Kvichak,2_2,13231077.5150246,6351660.3105112715
