ret_yr,system,model_type,1.2,1.3,2.2,2.3,Totals
1995,Naknek,rand_forest,887668323,1164982183,1148517372,1820515708,5021683586
1995,Naknek,boost_tree,946492920,1694938812,828379364,1106272736,4576083832
1995,Nushagak,rand_forest,149905129,907076512,53527348,49232883,1159741872
1995,Nushagak,boost_tree,105659981,793144913,35425191,85107956,1019338040
1995,Ugashik,rand_forest,1014766486,872180953,2133319280,1390146629,5410413349
1995,Ugashik,boost_tree,1078901596,522317009,2750766907,1424937744,5776923256
1995,Wood,rand_forest,1530230498,1613177986,221164676,102872186,3467445345
1995,Wood,boost_tree,2054987183,1689463196,337797623,45402627,4127650628
1994,Egegik,rand_forest,651104112,704462731,6132019059,5984280715,13471866617
1994,Egegik,boost_tree,1306111450,1787410431,4893840942,7495701904,15483064728
1994,Igushik,rand_forest,157758903,573912892,59086498,78730605,869488898
1994,Igushik,boost_tree,170010700,497214432,48541069,58958893,774725094
1994,Kvichak,rand_forest,2562587134,1397445062,12696828013,1105346752,17762206961
1994,Kvichak,boost_tree,1112038727,781696777,15182978516,1832306366,18909020386
1994,Naknek,rand_forest,544980485,2243240157,1102610995,2035827585,5926659221
1994,Naknek,boost_tree,731391068,2747833557,766969223,1949280701,6195474548
1994,Nushagak,rand_forest,114016194,1111225741,45410379,71023733,1341676047
1994,Nushagak,boost_tree,118202429,734635086,1386003,76881857,931105375
1994,Ugashik,rand_forest,609014399,1098878973,1719389809,1428982172,4856265354
1994,Ugashik,boost_tree,747064743,990499115,2340131683,1816308441,5894003983
1994,Wood,rand_forest,1309443931,1514748877,118195523,148848791,3091237122
1994,Wood,boost_tree,1804610596,1904262848,200072479,98302622,4007248545
1993,Egegik,rand_forest,501317962,782908877,4833431908,2625912098,8743570844
1993,Egegik,boost_tree,576940727,1533486481,4633593445,2531083374,9275104027
1993,Igushik,rand_forest,157469561,563516283,75043268,35786232,831815344
1993,Igushik,boost_tree,93658714,516888847,100157585,75072680,785777826
1993,Kvichak,rand_forest,3619429151,1284980783,8223471568,1400315844,14528197345
1993,Kvichak,boost_tree,2826797485,1636437988,2582085266,3165187683,10210508423
1993,Naknek,rand_forest,579457275,2091419986,952071347,1281036119,4903984727
1993,Naknek,boost_tree,434121361,2328630981,1160603256,1520179443,5443535042
1993,Nushagak,rand_forest,127089643,971038358,73869056,60125243,1232122299
1993,Nushagak,boost_tree,235523796,844022598,85430355,0,1164976749
1993,Ugashik,rand_forest,806413305,1142922340,1995647064,875783887,4820766596
1993,Ugashik,boost_tree,665955353,1591898346,2756770630,906793594,5921417923
1993,Wood,rand_forest,1286986557,1470460762,237817679,143534226,3138799224
1993,Wood,boost_tree,929195557,1809184570,181480637,92884235,3012744999
1992,Egegik,rand_forest,1360810185,1335522255,3091779880,2563844304,8351956623
1992,Egegik,boost_tree,1783828735,1883455353,3935258484,3696044006,11298586578
1992,Igushik,rand_forest,243798204,661893488,64367849,41371598,1011431139
1992,Igushik,boost_tree,231684074,502185974,37919333,19296272,791085653
1992,Kvichak,rand_forest,2944419855,1061736521,10391783142,1357643859,15755583377
1992,Kvichak,boost_tree,5074393311,2170175323,23536713867,771204453,31552486954
1992,Naknek,rand_forest,885576570,2532990296,1078128077,1008167971,5504862914
1992,Naknek,boost_tree,1000201416,1827640533,1500982971,879776993,5208601913
1992,Nushagak,rand_forest,92092849,868517355,43812848,67242080,1071665132
1992,Nushagak,boost_tree,154728680,743061981,27662375,62546253,987999289
1992,Ugashik,rand_forest,730776830,693408096,1675979741,606181264,3706345930
1992,Ugashik,boost_tree,636999474,1100908279,1446321564,599672165,3783901482
1992,Wood,rand_forest,1253813842,1587689361,155178233,135153449,3131834885
1992,Wood,boost_tree,1232415390,1339986267,221566124,35308022,2829275804
1991,Egegik,rand_forest,614078099,1548349216,2459757358,2609393671,7231578345
1991,Egegik,boost_tree,1058080978,599522820,1843616486,3246535645,6747755928
1991,Igushik,rand_forest,355069516,328385480,63989796,36598976,784043768
1991,Igushik,boost_tree,331564789,20238037,56412215,0,408215041
1991,Kvichak,rand_forest,2479793663,886589415,4057656532,768578539,8192618149
1991,Kvichak,boost_tree,3731987000,754762039,0,1224458771,5711207809
1991,Naknek,rand_forest,684524239,1440531434,526778677,859128125,3510962476
1991,Naknek,boost_tree,745789490,2102127991,546192398,1205882263,4599992142
1991,Nushagak,rand_forest,71286785,801343188,24890473,51768584,949289030
1991,Nushagak,boost_tree,206079025,0,11411331,30407903,247898259
1991,Ugashik,rand_forest,454244785,1040275865,717983459,509204987,2721709097
1991,Ugashik,boost_tree,1538634338,1265906143,37027645,724223633,3565791759
1991,Wood,rand_forest,1134301068,1283699445,184285454,132731868,2735017836
1991,Wood,boost_tree,1235187912,1253606873,156490946,23825033,2669110763
1990,Egegik,rand_forest,741008254,518040722,2066055528,1274013127,4599117632
1990,Egegik,boost_tree,851297836,1176390686,1344523315,2105774384,5477986221
1990,Igushik,rand_forest,68781252,476902538,70107539,47264760,663056089
1990,Igushik,boost_tree,43602180,788334198,75537477,84082813,991556668
1990,Kvichak,rand_forest,2844144471,1014715810,4369620315,1201796429,9430277025
1990,Kvichak,boost_tree,0,1272470322,8607837524,3044826355,12925134201
1990,Naknek,rand_forest,591448130,1258999293,1061541094,843348351,3755336868
1990,Naknek,boost_tree,600002251,1093136749,1545786133,614300766,3853225899
1990,Nushagak,rand_forest,86460518,1045270278,80284566,120100126,1332115488
1990,Nushagak,boost_tree,71784782,693526611,85770102,22979743,874061239
1990,Ugashik,rand_forest,809077692,1042831137,1220181299,618757677,3690847805
1990,Ugashik,boost_tree,1008482208,2332789154,1779370117,762675171,5883316650
1990,Wood,rand_forest,1147026334,1500373522,188796736,167066451,3003263043
1990,Wood,boost_tree,1731347961,1683446503,0,377082138,3791876602
